static.guid,static.age,static.ageRiskMultiplier,static.comorbidity,static.comorbidityRiskMultiplier,static.socialActivity,static.socialActivityRiskMultiplier,static.geography,static.geographyRiskMultiplier,static.mobility,static.mobilityRiskMultiplier,static.vaccineAcceptance,static.vaccineAcceptanceRiskMultiplier,dynamic.vaccineStatus,dynamic.proactiveVaccine,dynamic.numberOfInfections,dynamic.sirvStatus,dynamic.infectedDays,dynamic.vaccinatedDays,dynamic.recoveredDays,dynamic.currentLocation.xcor,dynamic.currentLocation.ycor
3138071f-c805-4f65-80bf-9b340566ea28,65+,1.25,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
6807db24-29e5-42dc-8c48-b63d53c776eb,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
7c1cce9b-c5fb-4480-908e-67040da5c7f7,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
95c6a2ea-684c-4758-9ca1-a492724042b2,65+,1.25,True,1.25,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
dc0a5b49-141c-4192-8b49-03ab4576a3db,18-49,1.0,True,1.25,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
3904facc-9f43-4e14-9ff8-d92eca6ad9d9,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
531f0abd-f5c7-4ea5-a36e-c8ddad23ed0a,18-49,1.0,False,1.0,low,0.75,rural,1.0,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
1245f4e1-c8e0-4fce-acc0-695ba10c735b,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
73ca282b-fc04-498b-b2f3-538f56c2c7aa,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
b3b0a5fc-c7e3-4296-951c-5a0211fca3a9,65+,1.25,False,1.0,low,0.75,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
11461547-1b48-4a88-8830-848a26efd9ec,0-17,0.75,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
b4b366e0-dba2-45a5-99e0-57d24beb8c9c,0-17,0.75,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
7e1edfde-d626-4bce-9ed0-4ea83b78792d,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
44e860a5-fddf-4688-9687-010d28ef6de2,50-64,1.0,False,1.0,low,0.75,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
ff2389d1-2ee1-48e4-9ea7-262c6381fa18,18-49,1.0,False,1.0,high,1.25,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
39742066-82de-443e-a203-83eb1e3e4865,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
106862e6-ab01-454c-b5e3-2e0688bce59e,50-64,1.0,False,1.0,medium,1.0,rural,1.0,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
aeba1dc8-0b57-4744-bf29-12b042d10134,0-17,0.75,True,1.25,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
52d8ad7c-39ef-4fde-aedd-454d2f4284a8,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
6f3d1710-7320-49e9-8319-d848efc40ccd,0-17,0.75,False,1.0,high,1.25,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
dd8ed9af-b7f5-43f7-9854-6846eb1b191c,18-49,1.0,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
79a70c2a-510c-47fa-95e3-8631222ad1b1,18-49,1.0,False,1.0,medium,1.0,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
28bc4f4c-5366-4e97-9387-20d3e9a1e418,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
8cfea00b-07dc-4b68-99ed-a2e81cbcef0f,18-49,1.0,True,1.25,low,0.75,urban,1.25,immobile,0.75,True,0.75,False,False,0,S,0,0,0,0.0,0.0
8d84ed2b-69e8-4674-ba97-3d8b31a18c60,50-64,1.0,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
ee0be865-d38c-45c1-9233-55bf7f74b8d8,0-17,0.75,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
8d6b2389-acb7-4211-917d-207a1746ced2,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
4a1c7e25-2f43-4233-8e9b-c743639879a3,18-49,1.0,True,1.25,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
cb64eb2a-fef7-41a9-8281-ca1d9637700b,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
76226623-caca-474c-8e14-1e54862f6ddd,0-17,0.75,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
b679062e-f1d1-402d-92a4-3c49bcf9966c,50-64,1.0,False,1.0,low,0.75,rural,1.0,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
5dfceb8b-384a-47a4-9c4e-339db95d7312,18-49,1.0,False,1.0,medium,1.0,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
07d4706f-cb14-4b80-b0c9-c9265951d720,0-17,0.75,True,1.25,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
2c90e704-2f13-4fce-a938-4fdf8dbe6c5f,0-17,0.75,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
c3519a55-96a8-44ba-a698-199c7860d9b6,18-49,1.0,True,1.25,medium,1.0,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
1677e231-4f14-41b2-9c5d-e1fbc8a4f75c,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
d8310c38-d9d8-4730-abbc-66e77597f551,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
feeb9a58-2bed-4101-9f82-0fcc20a83234,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
19495452-65c1-4017-8893-b981a3e05ae2,0-17,0.75,False,1.0,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
8da20615-05c9-4170-a24a-4c534f9a1751,50-64,1.0,True,1.25,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
beaa69e3-c7b0-42fc-b7e6-4d13b2d9fbef,18-49,1.0,False,1.0,low,0.75,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
e2014580-8720-4ea2-a6eb-54afc5c8065e,50-64,1.0,True,1.25,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
c506d4b6-d916-47a8-9d0b-e886302d6b01,18-49,1.0,True,1.25,medium,1.0,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
5bf7e2a3-b916-4b69-9b10-31ed2ec7662d,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
1c0863ff-aab7-4aac-9244-46ee1a1d0863,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,I,0,0,0,0.0,0.0
6b6e4f7e-29c8-416b-8d89-e7c9b5821916,50-64,1.0,False,1.0,medium,1.0,rural,1.0,assisted,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
403c3a9b-6fe5-42a8-b10c-fbdb7d7a1659,0-17,0.75,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
b8222c1b-810a-41f2-8169-e77ade5ecce9,18-49,1.0,False,1.0,medium,1.0,rural,1.0,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
9eb60c76-bb38-47a6-a7d2-091eb1af812d,18-49,1.0,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
9ba0ce84-4ed9-4229-aa74-dcbb3acb4f9f,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
11bc983c-92ae-43e8-a715-f79304c5294e,18-49,1.0,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
188b861d-b4a4-455e-bf96-f4e3809db5c1,0-17,0.75,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
c9253e0b-45f1-4a44-845c-f19ce9afcf96,18-49,1.0,False,1.0,medium,1.0,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
ee4a8a47-5332-47e8-a298-2a96ec907d32,50-64,1.0,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
367599ed-46ae-4118-8cb0-120b917a91b0,18-49,1.0,False,1.0,low,0.75,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
cf702896-7af9-4bc9-ac6d-7637bcbd5b78,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
04f95769-0e6e-48bf-8b93-577ca19c86cd,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
b8641233-183c-43ea-8ef6-aa7e00c4b3e9,18-49,1.0,True,1.25,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
ef522830-78aa-48f0-b507-ce15387c396c,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
701d8020-1c24-408f-8069-0aebd43dc616,65+,1.25,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
10292760-444a-4605-9078-be6a9a9c42af,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
28ae38b2-b0f5-4a0b-991d-6e0369de1c74,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
a75c289f-7dc6-4fc4-a316-738385c16f9c,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
60ffc528-9d30-42e2-959e-fbe4fd6f5b98,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
281158c3-7ae5-4d90-86f5-58b8a46bd301,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
dfa563fe-f7ce-4fb3-9041-8455b4d1d903,18-49,1.0,True,1.25,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
44625a84-6b24-48d2-9519-22bfb4512c53,0-17,0.75,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
4684c3ee-1abc-4d94-a16b-3fa96c832a43,50-64,1.0,True,1.25,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
4fd89f1c-bca9-498f-a581-5fd872e8bcc8,0-17,0.75,False,1.0,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
4078741b-7424-4f2e-9ad7-8f9ba22d7f51,65+,1.25,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
57b349a2-fd80-48ff-a319-99d9f3dedc4b,18-49,1.0,False,1.0,high,1.25,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
42a141bf-2178-47ae-8e05-aeb209404536,18-49,1.0,True,1.25,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
eede2d3c-829d-4d63-b975-9ad140b3678e,0-17,0.75,False,1.0,medium,1.0,urban,1.25,assisted,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
b8591ba1-c39c-448c-ba56-936e67fb44e3,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
87b716c6-f871-4f0d-b8d1-ecf09a099d21,0-17,0.75,False,1.0,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
be0d425d-d05f-4b97-9ef9-18944fa9a6a8,18-49,1.0,True,1.25,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
b1cdb91a-2575-42a7-a249-76b6d8009430,50-64,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
d6b1cadf-3c35-4aed-af48-7381be618cdb,0-17,0.75,False,1.0,medium,1.0,urban,1.25,assisted,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
25eaa60d-6ca6-4719-ba85-d350fb164195,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
a6a4ed5a-8471-4483-ad91-38eb58ec50d3,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
e563cd8b-bb8b-4132-80e1-ca3294cbdf18,0-17,0.75,False,1.0,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
6a4b8fb6-98a8-4113-9da6-d451099a8a19,0-17,0.75,True,1.25,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
c10e5cce-6107-45c7-a705-3fd01fafb8ff,18-49,1.0,True,1.25,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
6d478e1f-fb2c-4429-87c1-cc0697775f1e,65+,1.25,False,1.0,medium,1.0,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
25a486dc-299e-44bf-87d4-bdfc5cd4cd89,18-49,1.0,False,1.0,high,1.25,urban,1.25,immobile,0.75,False,1.0,False,False,0,S,0,0,0,0.0,0.0
09392316-3e9b-4b91-b487-07b57b29a6e8,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
8be7488c-7037-437e-a048-08621901b4e9,18-49,1.0,False,1.0,medium,1.0,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
776bafa1-5fe8-4257-a627-4ac95adba24c,18-49,1.0,False,1.0,high,1.25,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
135cb801-4c11-4f6b-8630-15b9161bf421,18-49,1.0,True,1.25,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
585c9fcc-bcb5-4eb1-8b4a-19e5c10db7a4,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
25cebfc4-a994-48c1-b7ad-db6d4b5a808a,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
fad80782-cffa-4dea-a4b6-33d95e650a83,0-17,0.75,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
a4bdfc57-abe6-458c-ae35-0225b5d4ab69,50-64,1.0,True,1.25,low,0.75,urban,1.25,assisted,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
20cb136a-8ee0-4d03-82c4-62f186a5e1f9,18-49,1.0,True,1.25,low,0.75,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
f586ee24-a688-419e-962d-361f0111e9b5,0-17,0.75,True,1.25,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
ca09d34e-8deb-4da0-a4d4-7a0c0522251f,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
b8bb9a34-4256-4fab-946e-db05a1867ff3,18-49,1.0,False,1.0,medium,1.0,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
e03d5ca6-287d-4525-ab6c-f5a9df296051,50-64,1.0,True,1.25,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
998096d6-f900-4eae-af67-8b3d703d856b,0-17,0.75,False,1.0,low,0.75,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
10dbd019-6591-4af2-a321-f65193205c2a,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
3348f2e9-f2bc-4371-bab7-8fc6eb3dd679,18-49,1.0,False,1.0,medium,1.0,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
080317e9-f036-48d6-b86a-fcc53e840e54,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
eea91d2a-455d-454f-a5a9-f7418ed28eaf,18-49,1.0,False,1.0,low,0.75,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
abf103ca-2211-4b25-8349-3f27741aecc4,0-17,0.75,True,1.25,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
cc8549c1-d848-42fb-9dcd-096db3ee5081,18-49,1.0,False,1.0,low,0.75,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
ec6791c2-a33a-4ad0-aac2-5dbf9815bb69,18-49,1.0,True,1.25,medium,1.0,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
0fd83b10-c1ca-475a-8786-9924a4a5b93d,18-49,1.0,True,1.25,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
3bffd3d4-24b4-40a0-8adf-a5bbbb152616,0-17,0.75,False,1.0,high,1.25,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
c8bb6902-3a13-4393-a412-f3bec9869cae,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
682c5034-bcbc-4ca9-81bf-53fc0116a2f2,18-49,1.0,False,1.0,high,1.25,rural,1.0,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
6664a576-2e37-457b-8ffa-899436ad8efd,50-64,1.0,True,1.25,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
0ea733e7-4582-4728-964a-7fac225e0932,0-17,0.75,False,1.0,high,1.25,urban,1.25,assisted,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
83cee96d-a39a-476a-b6af-e998940b41cf,0-17,0.75,False,1.0,low,0.75,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
5b39a30c-328a-4a8a-95cd-436d2dcbe1ab,18-49,1.0,True,1.25,medium,1.0,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
928996b6-540f-45ee-8ea7-954437911dfc,18-49,1.0,True,1.25,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
f114f610-fd4e-4ae6-8382-69b424491406,50-64,1.0,False,1.0,low,0.75,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
eb96c1ea-e15d-4f2c-b0f6-c7eaf27659a7,18-49,1.0,False,1.0,medium,1.0,urban,1.25,independent,1.0,False,1.0,False,False,0,S,0,0,0,0.0,0.0
74aed1ba-ff47-49c0-ab44-f88a9ca318b9,18-49,1.0,False,1.0,high,1.25,urban,1.25,independent,1.0,True,0.75,False,False,0,S,0,0,0,0.0,0.0
